ID	Symbols	Sites	Feature	Effect	HRD3Avs2A_2A	HRD3Avs2A_3A
RHBG-R	RHBG		R		-0.6434205193297099	0.643420519329712
ZBTB8OS-R	ZBTB8OS		R		-0.681569212239673	0.6815692122396689
LYPD4-R	LYPD4		R		0.459696468203505	-0.459696468203507
TWF1-P-S329	TWF1	S329	P		-0.9473170705863072	0.9473170705863072
KMT2C-P-S1947	KMT2C	S1947	P		0.9207372829071792	-0.9207372829071808
DSP-P-S22	DSP	S22	P		-0.62224552187022	0.62224552187022
APOA4-P-S259	APOA4	S259	P		-0.8830394439762421	0.883039443976243
CDC40-R	CDC40		R		-0.4188086336501429	0.4188086336501421
CDYL2-R	CDYL2		R		-0.956823054108498	0.956823054108505
RUNX1-R	RUNX1		R		2.13808910391752E-5	-2.1380891039175893E-5
TMEM256-G	TMEM256		G		-0.5717754571028231	0.571775457102822
TMEM259-G	TMEM259		G		0.678355621613616	-0.6783556216136171
MAP7D1-P-T813	MAP7D1	T813	P		-0.922514801096657	0.922514801096658
MICALL2-P-S649	MICALL2	S649	P		0.8540638623709008	-0.8540638623709029
PCDH1-P-S1173	PCDH1	S1173	P		0.888423153111307	-0.888423153111307
URB1-P-S9	URB1	S9	P		-0.617478686129289	0.617478686129291
MAP1S-P-S646	MAP1S	S646	P		0.775313687708146	-0.775313687708146
TMEM243-G	TMEM243		G		0.581130861257169	-0.5811308612571701
SPEN-P-S2126	SPEN	S2126	P		-0.694301463017734	0.694301463017734
TMEM245-G	TMEM245		G		-0.561728643173045	0.561728643173045
LAMA5-R	LAMA5		R		0.471019850157011	-0.4710198501570029
GPRIN3-R	GPRIN3		R		0.579572372256137	-0.5795723722561391
BRD8-P-S652	BRD8	S652	P		0.934677253240551	-0.934677253240551
ASPM-P-T3435	ASPM	T3435	P		-0.700411100233624	0.7004111002336251
RNF166-R	RNF166		R		0.64647190451351	-0.6464719045135079
SH3KBP1-P-S183	SH3KBP1	S183	P		0.969610760072194	-0.969610760072194
C8orf33-G	C8orf33		G		-0.6816813866559699	0.6816813866559699
TJAP1-G	TJAP1		G		-0.261172000009942	0.261172000009942
TMEM230-G	TMEM230		G		-0.362010966700209	0.362010966700209
TMEM231-G	TMEM231		G		-0.0596482892854638	0.0596482892854638
C8orf37-G	C8orf37		G		0.7220805246172459	-0.7220805246172459
AHNAK-P-S4933	AHNAK	S4933	P		-0.438294633309294	0.4382946333092949
TMEM237-G	TMEM237		G		-0.683698048146731	0.683698048146731
TMEM238-G	TMEM238		G		-0.0254814024119095	0.0254814024119097
GGA3-R	GGA3		R		-0.95874645874992	0.958746458749918
SH3BP4-P-S279	SH3BP4	S279	P		-0.559998288182676	0.559998288182676
GPX2-R	GPX2		R		-0.4804244364507829	0.480424436450784
RERE-G	RERE		G		-0.4327134685324021	0.4327134685324021
PUS10-R	PUS10		R		-0.24095197526699	0.24095197526699
RERG-G	RERG		G		-0.0617186620556054	0.0617186620556059
TP53BP1-P-T591	TP53BP1	T591	P		0.986211989430685	-0.986211989430685
TMEM222-G	TMEM222		G		-0.233705015444487	0.233705015444487
TMEM223-G	TMEM223		G		-0.7021526562275551	0.702152656227554
MYBPC1-P-S59	MYBPC1	S59	P		0.406967129998617	-0.406967129998617
ACKR4-R	ACKR4		R		0.0014422305404144	-0.0014422305404144
RNF213-P-S217	RNF213	S217	P		-0.858655335965376	0.858655335965376
NUMA1-P-S169	NUMA1	S169	P		-0.921122583464556	0.921122583464556
MYL12A-P-S25	MYL12A	S25	P		0.6584437746256669	-0.6584437746256689
PPP1R14C-P-S33	PPP1R14C	S33	P		-0.8221826669211372	0.8221826669211378
ARHGEF7-P-S673	ARHGEF7	S673	P		-0.9742211241264672	0.974221124126468
SNTA1-G	SNTA1		G		-0.584035899143044	0.584035899143043
ARSA-R	ARSA		R		0.8093128406153771	-0.8093128406153791
PRCC-P-S267	PRCC	S267	P		-0.886274099300558	0.8862740993005571
CHD8-P-S1978	CHD8	S1978	P		-0.953828117199958	0.953828117199958
VPREB3-R	VPREB3		R		0.768569188863101	-0.7685691888631059
ATXN1-P-S775	ATXN1	S775	P		0.959813114948578	-0.959813114948578
C8orf59-G	C8orf59		G		-0.698102582011923	0.698102582011923
BAD-P-S99	BAD	S99	P		0.7766157086276031	-0.776615708627605
RER1-G	RER1		G		0.677615455157838	-0.6776154551578399
TMEM214-G	TMEM214		G		0.0072549232112766	-0.0072549232112766
LIMA1-P-S490	LIMA1	S490	P		0.552062566425066	-0.552062566425066
AGAP1-R	AGAP1		R		-0.4302798888097849	0.430279888809787
USP36-R	USP36		R		-0.838017386192381	0.8380173861923801
CCSAP-R	CCSAP		R		-0.0675722249708684	0.0675722249708687
CAST-P-S216	CAST	S216	P		0.956434432406632	-0.956434432406632
GLDC-R	GLDC		R		0.609464068238946	-0.6094640682389421
THADA-P-S1015	THADA	S1015	P		0.757020689683021	-0.7570206896830219
C8orf82-G	C8orf82		G		-0.092980597755433	0.0929805977554332
RETN-G	RETN		G		-0.715704157067851	0.7157041570678521
TMEM201-G	TMEM201		G		-0.44891345832254	0.448913458322539
PABPN1-G	PABPN1		G		-0.145070352478	0.145070352478001
MKNK1-G	MKNK1		G		-0.9438020819495172	0.9438020819495172
TMEM205-G	TMEM205		G		-0.126213380500461	0.126213380500461
MXI1-G	MXI1		G		-0.499407213169061	0.499407213169061
TMEM208-G	TMEM208		G		0.474610908920729	-0.474610908920729
LAMC2-R	LAMC2		R		0.258974677376651	-0.25897467737664
BMP2K-R	BMP2K		R		0.264831933471981	-0.26483193347197
TRPS1-P-S905	TRPS1	S905	P		-0.481474609972557	0.481474609972557
ESYT2-P-T462	ESYT2	T462	P		0.8536021513422201	-0.8536021513422201
TMEM209-G	TMEM209		G		-0.6467691088874	0.646769108887402
LGALS16-R	LGALS16		R		-0.6578441505984879	0.6578441505984879
TRIM28-R	TRIM28		R		0.5360619314223499	-0.536061931422342
TMEM41B-R	TMEM41B		R		-0.6731478501287879	0.673147850128782
ENTHD1-R	ENTHD1		R		0.0057906439094942	-0.0057906439094942
CD74-P-S25	CD74	S25	P		-0.9546360682067132	0.9546360682067132
C3orf56-R	C3orf56		R		-0.673641933645211	0.6736419336452191
DPYSL3-P-S518	DPYSL3	S518	P		0.4692025806479421	-0.4692025806479421
REST-G	REST		G		-0.7080399317183491	0.7080399317183491
KCNG1-R	KCNG1		R		0.898347507280384	-0.8983475072803871
AFG1L-R	AFG1L		R		-0.9173482230862192	0.917348223086215
SRRM1-P-S402	SRRM1	S402	P		-0.925057660215074	0.925057660215073
SNTB1-G	SNTB1		G		0.457148322963029	-0.457148322963029
SNTB2-G	SNTB2		G		0.139322815578265	-0.139322815578265
AMOTL1-R	AMOTL1		R		0.0239136657495998	-0.0239136657496003
IGKV1-39-R	IGKV1-39		R		0.161641917577037	-0.161641917577035
MGAT4B-R	MGAT4B		R		-0.371652506610608	0.3716525066106149
EMC10-G	EMC10		G		-0.491692164259812	0.4916921642598111
CHST8-R	CHST8		R		0.881092406615563	-0.8810924066155601
CYB561A3-R	CYB561A3		R		-0.364596372569249	0.3645963725692501
NYNRIN-G	NYNRIN		G		-0.0302575286445344	0.0302575286445344
DOCK4-P-S1726	DOCK4	S1726	P		0.670505467563223	-0.670505467563222
CARMIL1-P-S1306	CARMIL1	S1306	P		-0.594483483565818	0.594483483565818
EXOC1L-R	EXOC1L		R		-0.245371131574428	0.245371131574433
EIF3M-P-S337	EIF3M	S337	P		0.914113472034481	-0.91411347203448
BMP5-R	BMP5		R		-0.476200987146417	0.476200987146426
MZT2A-R	MZT2A		R		-0.319805189597074	0.319805189597076
CLEC4M-R	CLEC4M		R		-0.912570305294772	0.9125703052947758
MTF1-R	MTF1		R		-0.41168413216415	0.411684132164148
SEPHS1-R	SEPHS1		R		-0.308511545477646	0.308511545477648
TOP2B-P-S1375	TOP2B	S1375	P		0.656756025284925	-0.6567560252849239
CSN2-R	CSN2		R		-0.463961685741538	0.463961685741535
NPAS1-R	NPAS1		R		-0.47891872515215	0.47891872515215
REV1-G	REV1		G		0.113553956517881	-0.113553956517881
TDRD7-R	TDRD7		R		-0.639434481599843	0.63943448159985
SFR1-R	SFR1		R		-0.316752268877612	0.31675226887761
PLEKHS1-G	PLEKHS1		G		0.103667997130768	-0.103667997130768
UBE3B-P-S419	UBE3B	S419	P		-0.963061247673263	0.963061247673263
NBN-P-S604	NBN	S604	P		0.9957462988078408	-0.9957462988078408
ARHGEF7-P-S228	ARHGEF7	S228	P		-0.8483944745033041	0.8483944745033031
SLC39A5-R	SLC39A5		R		-0.625388587271853	0.62538858727185
ELOA2-R	ELOA2		R		-0.6390946131696229	0.6390946131696229
SACM1L-R	SACM1L		R		-0.0049180579776376	0.0049180579776378
POLR3GL-R	POLR3GL		R		0.612019619738209	-0.6120196197382061
PRUNE2-P-S699	PRUNE2	S699	P		-0.620240238368522	0.620240238368522
PLEKHG3-P-S1040	PLEKHG3	S1040	P		0.227476008853237	-0.227476008853236
OGFOD1-R	OGFOD1		R		0.612019619738209	-0.6120196197382061
THEMIS2-R	THEMIS2		R		0.165222900251441	-0.16522290025144
TASOR-P-S699	TASOR	S699	P		-0.9888812553323773	0.9888812553323773
ZNF544-R	ZNF544		R		-0.717438908753062	0.717438908753068
SPOUT1-G	SPOUT1		G		-0.222127595011274	0.222127595011275
ZNF705A-R	ZNF705A		R		-0.718150489400885	0.7181504894008809
KIRREL3-R	KIRREL3		R		-0.0022927531714813	0.0022927531714813
SNORC-R	SNORC		R		-0.8313967437663909	0.8313967437663851
CLEC19A-R	CLEC19A		R		0.29246897184081	-0.292468971840812
MBD1-P-S336	MBD1	S336	P		0.8378502839483741	-0.8378502839483741
ZNF430-R	ZNF430		R		0.8485583300511071	-0.848558330051111
FAM83B-P-S466	FAM83B	S466	P		-0.20580874179704	0.20580874179704
TNKS1BP1-P-S786	TNKS1BP1	S786	P		0.546843169946676	-0.546843169946674
ELK1-P-S324	ELK1	S324	P		-0.891925537519048	0.891925537519048
TERF1-G	TERF1		G		-0.646715344066366	0.646715344066366
ORM2-R	ORM2		R		-0.3762575179840461	0.3762575179840391
TERF2-G	TERF2		G		-0.303665377776558	0.303665377776558
INPP5D-R	INPP5D		R		0.0605618692129661	-0.0605618692129675
UBE2NL-R	UBE2NL		R		-0.892243837093182	0.892243837093182
GAPVD1-P-S1112	GAPVD1	S1112	P		0.994342546887364	-0.994342546887364
TAF6L-G	TAF6L		G		-0.810476448187704	0.810476448187704
OR6C76-R	OR6C76		R		-0.673567932315793	0.67356793231579
HNRNPA2B1-R	HNRNPA2B1		R		-0.8016203076866459	0.801620307686631
NTRK2-R	NTRK2		R		0.0857431718431539	-0.085743171843151
SNTB2-P-S389	SNTB2	S389	P		-0.7766157086276031	0.776615708627605
PLEKHO1-G	PLEKHO1		G		-0.758831009122923	0.758831009122923
PLEKHO2-G	PLEKHO2		G		0.12906962581756	-0.12906962581756
CDC123-G	CDC123		G		0.439307014408334	-0.439307014408335
NDUFA4L2-G	NDUFA4L2		G		0.0422433620641631	-0.0422433620641633
SREBF1-R	SREBF1		R		0.363150910508027	-0.363150910508029
HSPB6-P-S59	HSPB6	S59	P		0.7899209829937289	-0.78992098299373
SLC22A12-R	SLC22A12		R		-0.8094708054839699	0.809470805483965
NAGLU-P-S387	NAGLU	S387	P		-0.95791614699016	0.95791614699016
NSUN5-R	NSUN5		R		-0.282406522173557	0.2824065221735589
PHETA1-P-S179	PHETA1	S179	P		-0.6482553640454289	0.6482553640454289
CLEC3B-R	CLEC3B		R		0.903622087900551	-0.9036220879005532
NFATC1-R	NFATC1		R		0.039915430651236	-0.0399154306512357
RBBP6-P-S960	RBBP6	S960	P		-0.748572429263985	0.7485724292639859
MAPK8IP3-P-S366	MAPK8IP3	S366	P		0.986863895352022	-0.986863895352022
TRIM51-R	TRIM51		R		0.8226892883190179	-0.822689288319025
TAF9B-G	TAF9B		G		-0.3939835781036029	0.393983578103601
TINCR-R	TINCR		R		0.6365738176016589	-0.636573817601668
YTHDF1-G	YTHDF1		G		-0.8019286223173601	0.801928622317361
YTHDF2-G	YTHDF2		G		-0.645658566545541	0.645658566545542
CEACAM7-R	CEACAM7		R		0.974052992404826	-0.97405299240483
YTHDF3-G	YTHDF3		G		0.6360003990477789	-0.6360003990477789
HDGFL2-P-S663	HDGFL2	S663	P		0.752049720949591	-0.752049720949593
PASD1-R	PASD1		R		-0.8285074922301371	0.8285074922301379
CST3-P-S43	CST3	S43	P		0.458025658689284	-0.458025658689286
LUC7L3-P-S425-S431	LUC7L3	S425|S431	P		-0.508644191757954	0.508644191757955
GLI4-R	GLI4		R		-0.432358951833639	0.4323589518336479
MKLN1-G	MKLN1		G		0.4132146917459489	-0.41321469174595
CLMN-P-S907	CLMN	S907	P		0.957526492150947	-0.957526492150947
LOC105371267-G	LOC105371267		G		-0.099013485713506	0.0990134857135058
KMT2C-P-S4071	KMT2C	S4071	P		-0.9867916121664432	0.9867916121664432
GPR180-R	GPR180		R		0.596153828964105	-0.596153828964106
TMEM39A-G	TMEM39A		G		0.4978230209622079	-0.4978230209622079
MAP1A-P-S1762	MAP1A	S1762	P		0.9660977423278828	-0.9660977423278828
FAM9A-R	FAM9A		R		-0.938241237381764	0.938241237381764
MTFMT-G	MTFMT		G		-0.0989877733370546	0.0989877733370553
MORC2-P-S777	MORC2	S777	P		-0.170088766740706	0.170088766740707
CEP120-G	CEP120		G		0.798980821564361	-0.79898082156436
VIRMA-G	VIRMA		G		-0.5940235939147829	0.594023593914784
CEP128-G	CEP128		G		-0.5153331813522871	0.515333181352288
DENND5A-P-S851	DENND5A	S851	P		-0.9714020267211508	0.9714020267211508
OR8H3-R	OR8H3		R		-0.612019619738209	0.6120196197382061
AKR1C2-R	AKR1C2		R		0.0408133936625249	-0.0408133936625246
SALL2-G	SALL2		G		0.624172486258178	-0.6241724862581801
SALL3-G	SALL3		G		0.897572234164071	-0.897572234164072
RARS2-G	RARS2		G		-0.212294113539925	0.212294113539926
SRP68-R	SRP68		R		-0.495289173989418	0.495289173989409
MAP7-P-S209	MAP7	S209	P		0.846415780659463	-0.846415780659463
CEP135-G	CEP135		G		-0.1818769502106589	0.18187695021066
SNRPN-G	SNRPN		G		-0.299323581273816	0.299323581273816
CEP131-G	CEP131		G		-0.0329911514545636	0.0329911514545636
VRK1-G	VRK1		G		-0.0396410691741648	0.039641069174165
AC011005.1-R	AC011005.1		R		0.8846374191389119	-0.884637419138907
VRK2-G	VRK2		G		0.9853163128318748	-0.9853163128318748
VRK3-G	VRK3		G		-0.419013171992242	0.419013171992243
ILF2-G	ILF2		G		-0.0294632802406777	0.0294632802406778
ESRP2-P-S563	ESRP2	S563	P		0.9977507503768608	-0.9977507503768608
MTA1-P-S386	MTA1	S386	P		-0.862235823427497	0.862235823427499
ILF3-G	ILF3		G		-0.0307431841114271	0.0307431841114274
WASHC2A-P-S909	WASHC2A	S909	P		0.383778697816754	-0.383778697816754
TAGLN2-P-S163	TAGLN2	S163	P		-0.891753215640092	0.891753215640092
SNRPG-G	SNRPG		G		-0.0536495927578512	0.0536495927578514
AHNAK-P-S1042	AHNAK	S1042	P		-0.7637187215831959	0.7637187215831959
IGLV2-8-R	IGLV2-8		R		0.0951694375998513	-0.0951694375998513
RAB22A-P-S187	RAB22A	S187	P		0.974885737309476	-0.974885737309476
SNRPE-G	SNRPE		G		0.957612338358276	-0.957612338358276
SNRPF-G	SNRPF		G		-0.424175186725493	0.424175186725493
SNRPC-G	SNRPC		G		-0.0109724417664664	0.0109724417664666
ACACA-P-S841	ACACA	S841	P		-0.635250617565521	0.63525061756552
SNRPA-G	SNRPA		G		-0.0190714786726297	0.0190714786726298
SNRPB-G	SNRPB		G		-0.8105478032932081	0.8105478032932081
NCOA3-P-S857	NCOA3	S857	P		0.791081922651992	-0.791081922651991
FAM114A1-G	FAM114A1		G		2.00626658444669E-7	-2.00626658444672E-7
FAM114A2-G	FAM114A2		G		0.4583699739521761	-0.458369973952177
CACNB3-R	CACNB3		R		0.471200705322775	-0.471200705322757
FAM102B-P-S224	FAM102B	S224	P		0.968383084503944	-0.968383084503944
AEBP1-G	AEBP1		G		6.833465241041061E-9	-6.833465241041061E-9
NF1-P-S864	NF1	S864	P		-0.7185198449320309	0.7185198449320291
HUWE1-P-S2266	HUWE1	S2266	P		0.70756230702666	-0.7075623070266609
KIAA0556-G	KIAA0556		G		-0.8233506739281279	0.8233506739281279
DDRGK1-G	DDRGK1		G		-0.261208517353962	0.26120851735396
TNFRSF10D-R	TNFRSF10D		R		0.171469220241641	-0.17146922024164
TACR3-R	TACR3		R		0.99343912106154	-0.993439121061543
CCDC85C-P-S258	CCDC85C	S258	P		0.87689755900558	-0.8768975590055791
COBL-P-S962	COBL	S962	P		-0.339568581282506	0.339568581282506
CEP112-G	CEP112		G		0.228041629741009	-0.228041629741009
PRR12-P-S1568	PRR12	S1568	P		-0.5110227153390511	0.511022715339052
RPL13-P-S77	RPL13	S77	P		-0.901104244045295	0.901104244045295
ARHGEF5-P-S57	ARHGEF5	S57	P		-0.15288809375664	0.15288809375664
KHSRP-R	KHSRP		R		-0.888043656614728	0.88804365661472
CROCC-P-S1619	CROCC	S1619	P		0.412044251467103	-0.412044251467103
FER1L6-R	FER1L6		R		-0.8211698926464941	0.8211698926464971
SEPTIN10-R	SEPTIN10		R		0.9529373625838008	-0.9529373625838008
PIAS2-P-S499	PIAS2	S499	P		-0.991680745081323	0.991680745081322
KRTAP3-3-R	KRTAP3-3		R		-0.203459560495211	0.203459560495214
PLEKHM1-G	PLEKHM1		G		0.63824139970312	-0.638241399703119
PLEKHM2-G	PLEKHM2		G		0.0189310592340498	-0.0189310592340501
SUGP2-P-T7	SUGP2	T7	P		-0.8718091454499641	0.871809145449965
SEPTIN3-R	SEPTIN3		R		-0.284508115090857	0.284508115090858
PLEKHF2-G	PLEKHF2		G		-0.979438436242383	0.979438436242384
SLC38A1-P-S49	SLC38A1	S49	P		0.582623850224657	-0.582623850224656
PLEKHF1-G	PLEKHF1		G		0.8446960224910891	-0.8446960224910891
SH3BP4-P-S131	SH3BP4	S131	P		0.982198054440978	-0.982198054440978
CEP164-G	CEP164		G		0.95543570282032	-0.95543570282032
CARMIL1-R	CARMIL1		R		-0.4188086336501429	0.4188086336501421
OSTM1-P-S322	OSTM1	S322	P		-0.5944466385908089	0.594446638590807
VSIG10L-R	VSIG10L		R		0.612990093861308	-0.612990093861298
KRTAP9-6-R	KRTAP9-6		R		-0.8487421771040219	0.848742177104024
VAMP4-P-S30	VAMP4	S30	P		0.702336626937393	-0.702336626937393
MKI67-P-T1963	MKI67	T1963	P		0.892040760025864	-0.892040760025864
RNF114-P-S129	RNF114	S129	P		-0.93349471432489	0.93349471432489
NIBAN2-P-S665-S681	NIBAN2	S665|S681	P		0.8209238394141259	-0.820923839414125
CEP170-G	CEP170		G		3.74300687910629E-5	-3.74300687910631E-5
PLEKHG3-G	PLEKHG3		G		-0.1478086723797869	0.1478086723797869
RFC5-G	RFC5		G		-0.35338674499822	0.353386744998221
C19orf73-R	C19orf73		R		-0.612019619738209	0.6120196197382061
PLEKHG1-G	PLEKHG1		G		0.0010051935688522	-0.0010051935688522
RFC3-G	RFC3		G		-0.0576666134424026	0.0576666134424027
AHDC1-P-T34	AHDC1	T34	P		0.978310064772713	-0.978310064772713
TOP2A-P-S1351-S1354	TOP2A	S1351|S1354	P		-0.901705451399884	0.901705451399884
PLEKHG2-G	PLEKHG2		G		0.190616752349395	-0.190616752349396
RFC4-G	RFC4		G		-0.139993503417047	0.139993503417047
RFC1-G	RFC1		G		-0.49736685111897	0.4973668511189711
RFC2-G	RFC2		G		-0.334199927433832	0.334199927433834
PLEKHG5-G	PLEKHG5		G		0.297290374177721	-0.29729037417772
SYT17-R	SYT17		R		0.5733362112944461	-0.573336211294452
VGLL2-R	VGLL2		R		0.255946476376542	-0.255946476376539
CATSPERG-R	CATSPERG		R		0.998571719467693	-0.998571719467693
OR1F1-R	OR1F1		R		-0.8342751434800799	0.8342751434800771
ABHD6-R	ABHD6		R		-0.7091853848517521	0.7091853848517579
MTFR1-G	MTFR1		G		0.6342523957527489	-0.6342523957527479
DENND2B-P-S449	DENND2B	S449	P		0.5865431398644431	-0.586543139864444
FYTTD1-P-S16	FYTTD1	S16	P		-0.9202396918365048	0.9202396918365048
PPY-R	PPY		R		-0.3163544475309181	0.316354447530921
SET-R	SET		R		-0.518974187504222	0.518974187504204
MTFP1-G	MTFP1		G		-0.8147459630661851	0.8147459630661859
NF1-P-S2817	NF1	S2817	P		0.991087944566458	-0.991087944566458
ATF2-P-T69-T71	ATF2	T69|T71	P		0.600790185105343	-0.600790185105344
TRIM69-R	TRIM69		R		-0.42532510978571	0.4253251097856989
TPX2-P-T72	TPX2	T72	P		-0.9660977423278828	0.9660977423278828
CLASP2-P-S459	CLASP2	S459	P		-0.7314390989962131	0.7314390989962131
AUTS2-P-S820	AUTS2	S820	P		-0.990500791212851	0.990500791212851
CHMP5-P-S86	CHMP5	S86	P		-0.988380747635393	0.988380747635393
IL16-P-S471	IL16	S471	P		0.370369075173684	-0.370369075173684
RFFL-G	RFFL		G		0.9512419439099592	-0.951241943909961
PLEKHH1-G	PLEKHH1		G		-0.472741501598596	0.472741501598596
SBNO1-P-S794	SBNO1	S794	P		-0.394339884064836	0.394339884064837
SPIN3-R	SPIN3		R		-0.101074701221949	0.101074701221948
ARHGAP21-P-S1713	ARHGAP21	S1713	P		0.58533385205873	-0.58533385205873
FAM126A-R	FAM126A		R		0.0297374575444012	-0.0297374575444021
LRMP-P-S418	LRMP	S418	P		0.7587046576463579	-0.7587046576463571
NECTIN2-P-S445	NECTIN2	S445	P		0.775313687708146	-0.775313687708146
PHF24-R	PHF24		R		0.8064978280310591	-0.8064978280310591
SLC17A4-R	SLC17A4		R		0.995354671400881	-0.995354671400894
RB1CC1-P-S222	RB1CC1	S222	P		-0.6778833998064521	0.6778833998064511
CEP162-G	CEP162		G		0.475144777432744	-0.475144777432744
IRF2BP1-P-T377	IRF2BP1	T377	P		-0.8864911788852009	0.8864911788852
CD3D-R	CD3D		R		0.219276797807348	-0.219276797807377
G0S2-R	G0S2		R		0.0822856672062217	-0.0822856672062224
RPS6KA4-P-S745	RPS6KA4	S745	P		-0.670396617825388	0.6703966178253901
FAM72A-R	FAM72A		R		-0.6099235709628941	0.609923570962903
RBM27-P-T447	RBM27	T447	P		-0.914733017727656	0.914733017727656
REST-R	REST		R		0.379025377217511	-0.3790253772175221
CCL1-R	CCL1		R		-0.532100925423468	0.532100925423467
OR5H8-R	OR5H8		R		-0.612019619738209	0.6120196197382061
CERS2-P-S341	CERS2	S341	P		-0.911347866546168	0.9113478665461652
ARHGAP29-P-S939	ARHGAP29	S939	P		-0.5728250060833431	0.5728250060833431
STIP1-P-S16	STIP1	S16	P		0.8074109029331801	-0.8074109029331801
NCOA2-P-S493-S499	NCOA2	S493|S499	P		-0.8210772063510451	0.8210772063510451
CIAO2A-G	CIAO2A		G		-0.8357599609893129	0.835759960989312
CIAO2B-G	CIAO2B		G		0.949433771890885	-0.949433771890886
SNX29-P-S642	SNX29	S642	P		0.982198054440978	-0.982198054440978
OR13G1-R	OR13G1		R		-0.8995986885450991	0.8995986885451009
PITHD1-R	PITHD1		R		0.718015494172861	-0.718015494172865
FPGT-R	FPGT		R		-0.116488355714149	0.116488355714152
SMIM11B-R	SMIM11B		R		-0.977626759222774	0.977626759222764
ZRANB2-P-S153	ZRANB2	S153	P		-0.2650968296208	0.265096829620799
WDTC1-P-S353	WDTC1	S353	P		-0.9475578925205692	0.9475578925205692
BMP1-R	BMP1		R		0.0013160321692607	-0.0013160321692606
PLIN1-P-S497	PLIN1	S497	P		0.105556652368659	-0.105556652368661
FBXL2-R	FBXL2		R		-0.612019619738209	0.6120196197382061
GALNT8-R	GALNT8		R		0.0522842543593978	-0.0522842543593968
PRDX5-R	PRDX5		R		-0.207707967853541	0.20770796785356
ZFP36L2-P-S123	ZFP36L2	S123	P		0.6732115517862589	-0.6732115517862589
RAI14-P-S284	RAI14	S284	P		-0.593704412339981	0.593704412339981
SPTBN4-G	SPTBN4		G		0.426640709607025	-0.426640709607025
SPTBN5-G	SPTBN5		G		-0.6173512503545	0.617351250354499
FAM193A-P-S393	FAM193A	S393	P		0.449618695872361	-0.449618695872362
ZNF217-P-S441-S445	ZNF217	S441|S445	P		0.959347121066462	-0.959347121066464
FUT11-G	FUT11		G		4.468074331068E-4	-4.468074331068E-4
TBC1D1-P-S707	TBC1D1	S707	P		0.774716195439568	-0.774716195439568
ARID1B-P-S1595	ARID1B	S1595	P		-0.4142907638999721	0.4142907638999721
ATF6B-R	ATF6B		R		-0.712589785775173	0.7125897857751659
CENPE-P-S2654	CENPE	S2654	P		-0.9333335008986072	0.933333500898606
PLEKHF1-P-S197	PLEKHF1	S197	P		0.785474151395167	-0.785474151395167
TAPBP-R	TAPBP		R		0.8388872894633481	-0.8388872894633521
MCUR1-R	MCUR1		R		-0.7626040605765809	0.7626040605765699
KNL1-R	KNL1		R		-0.510077263730318	0.5100772637303129
MSL3-R	MSL3		R		-0.7192549876030471	0.719254987603048
RIMBP3-R	RIMBP3		R		0.153600663247014	-0.153600663247012
CEP63-P-S495	CEP63	S495	P		-0.868244448873152	0.868244448873152
SPTBN1-G	SPTBN1		G		-0.305320184794904	0.305320184794903
SPTBN2-G	SPTBN2		G		-0.7653760566373159	0.765376056637318
APBA2-P-T306	APBA2	T306	P		0.370369075173684	-0.370369075173684
XPO4-P-S521	XPO4	S521	P		-0.81576596004715	0.81576596004715
POU5F1B-R	POU5F1B		R		-0.5454352992584389	0.5454352992584389
GTF2F1-P-T389	GTF2F1	T389	P		-0.955438310324368	0.9554383103243672
PYGB-R	PYGB		R		-0.908900519336844	0.90890051933685
NFE2L2-R	NFE2L2		R		-0.0721132362568389	0.0721132362568452
ICE1-P-S925	ICE1	S925	P		-0.6929899752062141	0.6929899752062141
PLLP-R	PLLP		R		-0.149875377265562	0.149875377265563
THUMPD3-R	THUMPD3		R		-0.258807522279788	0.258807522279791
IMPDH2-P-S416	IMPDH2	S416	P		-0.484519791904127	0.484519791904122
CLNS1A-P-S102	CLNS1A	S102	P		-0.4072430972345921	0.4072430972345921
CEP85L-R	CEP85L		R		-0.969020020394343	0.969020020394337
KIAA1257-R	KIAA1257		R		-0.004829239266304	0.0048292392663039
